experiment_id	sra_accession	geo_accession	source_assembly_set	assembly	species	assembly_count_reported	is_multi_assembly_record	is_designated_comparison_reference	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	candidate_bed_url	bed_verified	verification_method	http_status	content_length	verification_error	source_url	retrieved_at_utc
SRX13008275	SRA1324456	GSM5669356	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008275.05.bed	True	HEAD	200	3465906		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008276	SRA1324456	GSM5669357	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008276.05.bed	True	HEAD	200	2912266		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008420	SRA1324497	GSM5669430	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008420.05.bed	True	HEAD	200	2822382		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008421	SRA1324497	GSM5669433	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008421.05.bed	True	HEAD	200	2266204		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008436	SRA1324506	GSM5669448	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008436.05.bed	True	HEAD	200	3787720		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008437	SRA1324506	GSM5669449	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008437.05.bed	True	HEAD	200	3950101		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008464	SRA1324519	GSM5669476	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008464.05.bed	True	HEAD	200	3425687		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008465	SRA1324519	GSM5669477	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008465.05.bed	True	HEAD	200	3426311		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008682	SRA1324587	GSM5669627	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008682.05.bed	True	HEAD	200	3006433		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008683	SRA1324587	GSM5669628	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008683.05.bed	True	HEAD	200	2150318		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008767	SRA1324624	GSM5669701	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008767.05.bed	True	HEAD	200	3253222		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008768	SRA1324624	GSM5669702	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008768.05.bed	True	HEAD	200	3129900		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008776	SRA1324628	GSM5669710	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008776.05.bed	True	HEAD	200	3155049		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008777	SRA1324628	GSM5669711	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008777.05.bed	True	HEAD	200	3319550		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008778	SRA1324630	GSM5669712	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008778.05.bed	True	HEAD	200	1098719		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008779	SRA1324630	GSM5669713	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008779.05.bed	True	HEAD	200	1031579		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008813	SRA1324647	GSM5669762	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008813.05.bed	True	HEAD	200	2927331		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008814	SRA1324647	GSM5669763	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008814.05.bed	True	HEAD	200	3217461		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008890	SRA1324685	GSM5669847	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008890.05.bed	True	HEAD	200	2755532		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008891	SRA1324685	GSM5669848	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008891.05.bed	True	HEAD	200	1835777		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008892	SRA1324685	GSM5669849	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008892.05.bed	True	HEAD	200	2396041		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008916	SRA1324700	GSM5669873	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008916.05.bed	True	HEAD	200	2516414		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008917	SRA1324700	GSM5669874	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008917.05.bed	True	HEAD	200	2725551		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008927	SRA1324707	GSM5669884	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008927.05.bed	True	HEAD	200	2621028		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13008928	SRA1324707	GSM5669885	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13008928.05.bed	True	HEAD	200	3377613		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009054	SRA1324777	GSM5670011	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009054.05.bed	True	HEAD	200	1012028		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009055	SRA1324777	GSM5670012	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009055.05.bed	True	HEAD	200	1431925		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009103	SRA1324802	GSM5670060	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009103.05.bed	True	HEAD	200	3339442		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009104	SRA1324802	GSM5670061	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009104.05.bed	True	HEAD	200	3898748		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009115	SRA1324808	GSM5670072	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009115.05.bed	True	HEAD	200	2696905		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009116	SRA1324808	GSM5670073	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009116.05.bed	True	HEAD	200	3035513		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009160	SRA1324833	GSM5670117	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009160.05.bed	True	HEAD	200	3125957		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009161	SRA1324833	GSM5670118	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009161.05.bed	True	HEAD	200	3273319		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009226	SRA1324864	GSM5670183	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009226.05.bed	True	HEAD	200	3241835		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009227	SRA1324864	GSM5670184	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009227.05.bed	True	HEAD	200	3316197		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009239	SRA1324871	GSM5670204	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009239.05.bed	True	HEAD	200	2692654		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009240	SRA1324871	GSM5670205	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009240.05.bed	True	HEAD	200	1990606		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009255	SRA1324880	GSM5670307	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009255.05.bed	True	HEAD	200	2172709		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009256	SRA1324880	GSM5670308	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009256.05.bed	True	HEAD	200	2202777		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009281	SRA1324894	GSM5671053	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009281.05.bed	True	HEAD	200	2518897		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009282	SRA1324894	GSM5671054	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009282.05.bed	True	HEAD	200	2413699		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009601	SRA1324913	GSM5671203	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009601.05.bed	True	HEAD	200	2545093		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX13009602	SRA1324913	GSM5671204	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX13009602.05.bed	True	HEAD	200	2439595		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495423	SRA1460492	GSM6347311	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495423.05.bed	True	HEAD	200	2254453		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495424	SRA1460492	GSM6347312	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495424.05.bed	True	HEAD	200	2152995		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495545	SRA1460551	GSM6372254	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495545.05.bed	True	HEAD	200	3047142		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495546	SRA1460551	GSM6372255	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495546.05.bed	True	HEAD	200	3022244		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495547	SRA1460551	GSM6372256	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495547.05.bed	True	HEAD	200	1911670		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495548	SRA1460551	GSM6372257	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495548.05.bed	True	HEAD	200	1613551		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495697	SRA1460629	GSM6372507	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495697.05.bed	True	HEAD	200	2756243		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495698	SRA1460629	GSM6372508	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495698.05.bed	True	HEAD	200	1571614		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495699	SRA1460629	GSM6372509	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495699.05.bed	True	HEAD	200	2501542		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495700	SRA1460629	GSM6372510	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495700.05.bed	True	HEAD	200	2836120		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495800	SRA1460680	GSM6372609	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495800.05.bed	True	HEAD	200	2948057		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495801	SRA1460680	GSM6372610	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495801.05.bed	True	HEAD	200	2129380		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495802	SRA1460680	GSM6372611	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495802.05.bed	True	HEAD	200	1955277		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16495803	SRA1460680	GSM6372612	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16495803.05.bed	True	HEAD	200	3112724		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16497620	SRA1460730	GSM6372712	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16497620.05.bed	True	HEAD	200	2372298		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16497621	SRA1460730	GSM6372713	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16497621.05.bed	True	HEAD	200	2381908		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16497626	SRA1460733	GSM6372718	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16497626.05.bed	True	HEAD	200	2971166		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16497627	SRA1460733	GSM6372719	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16497627.05.bed	True	HEAD	200	2858477		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16497666	SRA1460754	GSM6372758	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16497666.05.bed	True	HEAD	200	2601250		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16497667	SRA1460754	GSM6372759	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16497667.05.bed	True	HEAD	200	2599999		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499682	SRA1460906	GSM6373050	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499682.05.bed	True	HEAD	200	3315503		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499683	SRA1460906	GSM6373052	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499683.05.bed	True	HEAD	200	3452478		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499811	SRA1460972	GSM6373179	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499811.05.bed	True	HEAD	200	3288077		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499812	SRA1460972	GSM6373180	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499812.05.bed	True	HEAD	200	3104979		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499853	SRA1460996	GSM6373221	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499853.05.bed	True	HEAD	200	3165581		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499854	SRA1460996	GSM6373223	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499854.05.bed	True	HEAD	200	2940467		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499913	SRA1461025	GSM6373281	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499913.05.bed	True	HEAD	200	2625362		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16499914	SRA1461025	GSM6373282	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16499914.05.bed	True	HEAD	200	2600726		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16500012	SRA1461064	GSM6373359	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16500012.05.bed	True	HEAD	200	2652210		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16500013	SRA1461064	GSM6373360	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16500013.05.bed	True	HEAD	200	2056896		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16500014	SRA1461064	GSM6373361	hg19, hg38	hg38	Homo sapiens	2	True	True	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Frontal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg38/eachData/bed05/SRX16500014.05.bed	True	HEAD	200	2771366		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
