experiment_id	sra_accession	geo_accession	source_assembly_set	assembly	species	assembly_count_reported	is_multi_assembly_record	is_designated_comparison_reference	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	candidate_bed_url	bed_verified	verification_method	http_status	content_length	verification_error	source_url	retrieved_at_utc
SRX7509421	SRA1020914	GSM4247446	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	Lung		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX7509421.05.bed	True	HEAD	200	1932041		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX7509422	SRA1020914	GSM4247447	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	Lung		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX7509422.05.bed	True	HEAD	200	2651869		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX212197	SRA063043	GSM1055825	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	Lung fibroblasts		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX212197.05.bed	True	HEAD	200	3036900		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX038664	SRA029167	GSM646474	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	NHLF		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX038664.05.bed	True	HEAD	200	1544277		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX038665	SRA029167	GSM646475	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	NHLF		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX038665.05.bed	True	HEAD	200	2967661		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX067446	SRA037396	GSM733695	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	NHLF		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX067446.05.bed	True	HEAD	200	3189643		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX199854	SRA039324	GSM1022626	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	NHLF		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX199854.05.bed	True	HEAD	200	2741009		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3009995	SRA587564	GSM2698705	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	PC-9		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3009995.05.bed	True	HEAD	200	3684235		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3009996	SRA587564	GSM2698706	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	PC-9		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3009996.05.bed	True	HEAD	200	2492686		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX080347	SRA039324	GSM749684	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	SAEC		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX080347.05.bed	True	HEAD	200	3168061		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX080442	SRA039324	GSM749779	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	SAEC		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX080442.05.bed	True	HEAD	200	3779484		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
DRX205076	DRA009772	-	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	SVts-8		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/DRX205076.05.bed	True	HEAD	200	52743		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
DRX205077	DRA009772	-	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	SVts-8		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/DRX205077.05.bed	True	HEAD	200	177927		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
DRX233482	DRA010750	-	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	SVts-8		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/DRX233482.05.bed	True	HEAD	200	34523		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
DRX233483	DRA010750	-	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	SVts-8		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/DRX233483.05.bed	True	HEAD	200	33009		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX189083	SRA058943	GSM1007997	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	WI-38		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX189083.05.bed	True	HEAD	200	957676		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX189084	SRA058943	GSM1007998	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	WI-38		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX189084.05.bed	True	HEAD	200	452879		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX199862	SRA039324	GSM1022634	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	WI-38		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX199862.05.bed	True	HEAD	200	1507376		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX199865	SRA039324	GSM1022637	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Lung	WI-38		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX199865.05.bed	True	HEAD	200	2041092		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10476782	SRA1213043	GSM5215014	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10476782.05.bed	True	HEAD	200	2714223		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10476783	SRA1213043	GSM5215015	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10476783.05.bed	True	HEAD	200	1749178		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3322290	SRA623745	GSM2827238	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3322290.05.bed	True	HEAD	200	2300293		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3322306	SRA623754	GSM2825069	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3322306.05.bed	True	HEAD	200	1740582		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3323006	SRA624212	GSM2828911	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3323006.05.bed	True	HEAD	200	1407654		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX7509481	SRA1020940	GSM4249037	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX7509481.05.bed	True	HEAD	200	2051680		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX7509482	SRA1020940	GSM4249038	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Gastrocnemius medialis		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX7509482.05.bed	True	HEAD	200	2444152		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX038582	SRA029167	GSM646392	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	HSMM		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX038582.05.bed	True	HEAD	200	2765767		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX038583	SRA029167	GSM646393	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	HSMM		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX038583.05.bed	True	HEAD	200	4028132		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX067513	SRA037396	GSM733762	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	HSMM		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX067513.05.bed	True	HEAD	200	4290443		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX067534	SRA037396	GSM733783	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	HSMM		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX067534.05.bed	True	HEAD	200	3688320		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976875	SRA1236467	GSM5330951	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscle, Smooth		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976875.05.bed	True	HEAD	200	1176169		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976876	SRA1236467	GSM5330952	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscle, Smooth		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976876.05.bed	True	HEAD	200	3451191		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10949091	SRA1234848	GSM5327302	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10949091.05.bed	True	HEAD	200	943013		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10949092	SRA1234848	GSM5327303	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10949092.05.bed	True	HEAD	200	578116		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10949099	SRA1234848	GSM5327310	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10949099.05.bed	True	HEAD	200	114332		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10949100	SRA1234848	GSM5327311	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10949100.05.bed	True	HEAD	200	178367		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10949235	SRA1234848	GSM5327318	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10949235.05.bed	True	HEAD	200	117255		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10949236	SRA1234848	GSM5327319	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10949236.05.bed	True	HEAD	200	111433		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16498392	SRA1460785	GSM6372823	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Psoas Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX16498392.05.bed	True	HEAD	200	2430197		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX16498393	SRA1460785	GSM6372824	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Psoas Muscles		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX16498393.05.bed	True	HEAD	200	2462309		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846500	SRA1519282	GSM6626401	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	RH-30		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846500.05.bed	True	HEAD	200	2043026		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846514	SRA1519282	GSM6626405	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	RH-30		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846514.05.bed	True	HEAD	200	2267405		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846499	SRA1519282	GSM6626400	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	RH-4		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846499.05.bed	True	HEAD	200	3813812		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846513	SRA1519282	GSM6626404	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	RH-4		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846513.05.bed	True	HEAD	200	2377375		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX1878889	SRA435941	GSM2214099	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Rh-4		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX1878889.05.bed	True	HEAD	200	4182858		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX1878890	SRA435941	GSM2214100	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Rh-4		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX1878890.05.bed	True	HEAD	200	3882748		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846495	SRA1519282	GSM6626406	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Rhabdomyosarcoma		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846495.05.bed	True	HEAD	200	1629617		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846501	SRA1519282	GSM6626402	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	Rhabdomyosarcoma		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846501.05.bed	True	HEAD	200	2640291		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846502	SRA1519282	GSM6626403	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	SMS-CTR		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846502.05.bed	True	HEAD	200	2867694		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX17846515	SRA1519282	GSM6626407	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	SMS-CTR		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX17846515.05.bed	True	HEAD	200	1605193		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3927305	SRA688115	GSM3094388	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Muscle	SYO-1		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3927305.05.bed	True	HEAD	200	6312901		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX4370433	SRA736223	GSM3262291	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Anterior temporal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX4370433.05.bed	True	HEAD	200	495219		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX4370436	SRA736223	GSM3262294	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Anterior temporal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX4370436.05.bed	True	HEAD	200	1200609		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX5532358	SRA736223	GSM3673908	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Anterior temporal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX5532358.05.bed	True	HEAD	200	407556		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX5532361	SRA736223	GSM3673911	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Anterior temporal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX5532361.05.bed	True	HEAD	200	239397		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX5532364	SRA736223	GSM3673914	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Anterior temporal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX5532364.05.bed	True	HEAD	200	417280		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX5532367	SRA736223	GSM3673917	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Anterior temporal cortex		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX5532367.05.bed	True	HEAD	200	266888		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10977361	SRA1236674	GSM5331199	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Astrocytes		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10977361.05.bed	True	HEAD	200	988520		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10977362	SRA1236674	GSM5331200	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Astrocytes		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10977362.05.bed	True	HEAD	200	860360		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX199878	SRA039324	GSM1022650	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	BE(2)-C		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX199878.05.bed	True	HEAD	200	3580844		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX199881	SRA039324	GSM1022653	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	BE(2)-C		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX199881.05.bed	True	HEAD	200	3960446		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX15799043	SRA1440277	GSM6255137	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	BT 245		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX15799043.05.bed	True	HEAD	200	1512620		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX15799044	SRA1440277	GSM6255138	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	BT 245		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX15799044.05.bed	True	HEAD	200	1454133		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX15799045	SRA1440277	GSM6255139	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	BT 245		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX15799045.05.bed	True	HEAD	200	666339		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2636092	SRA545180	GSM2534220	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Bipolar spindle neurons		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX2636092.05.bed	True	HEAD	200	5139792		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX2636093	SRA545180	GSM2534221	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Bipolar spindle neurons		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX2636093.05.bed	True	HEAD	200	4176434		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3010190	SRA587694	GSM2698544	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Bipolar spindle neurons		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3010190.05.bed	True	HEAD	200	4454088		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX3010191	SRA587694	GSM2698545	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Bipolar spindle neurons		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX3010191.05.bed	True	HEAD	200	4436377		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976792	SRA1236417	GSM5330868	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976792.05.bed	True	HEAD	200	3705090		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976793	SRA1236417	GSM5330869	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976793.05.bed	True	HEAD	200	4011563		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976935	SRA1236500	GSM5331348	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976935.05.bed	True	HEAD	200	2684068		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976936	SRA1236500	GSM5331349	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976936.05.bed	True	HEAD	200	2763804		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976937	SRA1236500	GSM5331350	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976937.05.bed	True	HEAD	200	2444016		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10976938	SRA1236500	GSM5331351	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10976938.05.bed	True	HEAD	200	2340613		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
SRX10977366	SRA1236676	GSM5331204	hg19, hg38	hg19	Homo sapiens	2	True	False	ChIP-seq	TFs and others	CTCF	CTCF	Neural	Brain		q < 1e-5	https://chip-atlas.dbcls.jp/data/hg19/eachData/bed05/SRX10977366.05.bed	True	HEAD	200	1960600		https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:40:28+00:00
