experiment_id	sra_accession	geo_accession	species	assembly	assay	antigen_class	target_reported	target_normalized	cell_type_class	cell_type	title	bed_threshold	bed_file_count	bed_url	source_url	retrieved_at_utc
SRX5086087	SRA817795	GSM3498294	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086087.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086088	SRA817795	GSM3498295	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086088.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086089	SRA817795	GSM3498296	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086089.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086090	SRA817795	GSM3498297	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086090.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086091	SRA817795	GSM3498298	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086091.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086092	SRA817795	GSM3498299	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086092.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086103	SRA817795	GSM3498310	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086103.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086104	SRA817795	GSM3498311	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086104.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086105	SRA817795	GSM3498312	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086105.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX5086106	SRA817795	GSM3498313	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Th2 Cells		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX5086106.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7348137	SRA1010604	GSM4214143	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymocytes		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX7348137.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX7348138	SRA1010604	GSM4214144	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymocytes		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX7348138.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX13440919	SRA1774011	GSM5740052	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymus		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX13440919.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX143826	SRA051984	GSM918734	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymus		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX143826.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14530944	SRA1391463	GSM5963438	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymus		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14530944.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX22985529	SRA1774011	GSM7986305	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymus		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX22985529.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX22985530	SRA1773283	GSM7986306	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	Thymus		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX22985530.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX689720	SRA180619	GSM1493662	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	WEHI-231		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX689720.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX689721	SRA180619	GSM1493663	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	WEHI-231		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX689721.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX689722	SRA180619	GSM1493664	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	WEHI-231		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX689722.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX689723	SRA180619	GSM1493665	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	WEHI-231		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX689723.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2463391	SRA519584	GSM2445202	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Blood	in vitro differentiated neutrophils		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2463391.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX471330	SRA140084	GSM1328456	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Bone	MC3T3-E1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX471330.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX471331	SRA140084	GSM1328457	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Bone	MC3T3-E1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX471331.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX471332	SRA140084	GSM1328458	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Bone	MC3T3-E1		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX471332.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX697703	SRA183186	GSM1500003	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	3134		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX697703.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2416304	SRA310592	GSM2425116	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2416304.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436009	SRA505415	GSM2433032	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436009.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436010	SRA505415	GSM2433033	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436010.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436015	SRA505415	GSM2433038	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436015.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436019	SRA505415	GSM2433042	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436019.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436020	SRA505415	GSM2433043	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436020.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436113	SRA505448	GSM2433085	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436113.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436114	SRA505448	GSM2433086	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436114.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436124	SRA505448	GSM2433096	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436124.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2436125	SRA505448	GSM2433097	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2436125.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2564299	SRA505448	GSM2492051	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2564299.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2564300	SRA505448	GSM2492052	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2564300.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2564310	SRA505448	GSM2492062	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2564310.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2564311	SRA505448	GSM2492063	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2564311.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737319	SRA505415	GSM2577601	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737319.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737320	SRA505415	GSM2577602	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737320.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737321	SRA505415	GSM2577603	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737321.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737322	SRA505415	GSM2577604	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737322.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737335	SRA505415	GSM2577617	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737335.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737336	SRA505415	GSM2577618	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737336.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2737337	SRA505415	GSM2577619	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Breast	Mammary glands		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2737337.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8929033	SRA1111918	GSM4721995	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX8929033.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8929035	SRA1111918	GSM4721997	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX8929035.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8929037	SRA1111918	GSM4721999	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX8929037.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8929038	SRA1111918	GSM4722000	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX8929038.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX8929039	SRA1111918	GSM4722001	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX8929039.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9290368	SRA1142704	GSM4831248	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX9290368.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9290369	SRA1142704	GSM4831249	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX9290369.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9290370	SRA1142704	GSM4831250	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX9290370.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9290371	SRA1142704	GSM4831251	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX9290371.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9290372	SRA1142704	GSM4831252	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX9290372.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX9290376	SRA1142704	GSM4831256	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Bone marrow progenitors		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX9290376.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX062954	SRA036615	GSM722692	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Heart		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX062954.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX143848	SRA051984	GSM918756	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Heart		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX143848.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2424023	SRA504101	GSM2423567	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Heart		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2424023.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2424024	SRA504101	GSM2423568	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Heart		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2424024.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2645975	SRA546408	GSM2538390	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Heart Ventricles		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2645975.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2645977	SRA546408	GSM2538392	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Cardiovascular	Heart Ventricles		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2645977.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19809063	SRA1612558	GSM7122533	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Intestinal epithelium		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX19809063.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX19809064	SRA1612558	GSM7122534	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Intestinal epithelium		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX19809064.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX143801	SRA051984	GSM918709	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Intestines		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX143801.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2423394	SRA503738	GSM2422875	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Intestines		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2423394.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2423395	SRA503738	GSM2422876	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Intestines		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2423395.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2423504	SRA503802	GSM2423018	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Stomach		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2423504.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX2423505	SRA503802	GSM2423019	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Digestive tract	Stomach		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX2423505.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX11642540	SRA1271553	GSM5501396	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX11642540.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX143822	SRA051984	GSM918730	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX143822.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728889	SRA1400079	GSM6009015	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728889.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728890	SRA1400079	GSM6009016	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728890.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728904	SRA1400079	GSM6009001	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728904.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728905	SRA1400079	GSM6009002	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728905.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728914	SRA1400079	GSM6009003	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728914.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728915	SRA1400079	GSM6009004	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728915.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728930	SRA1400079	GSM6009019	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728930.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728931	SRA1400079	GSM6009020	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728931.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728932	SRA1400079	GSM6009021	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728932.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
SRX14728933	SRA1400079	GSM6009022	unknown	mm9, mm10	ChIP-seq	TFs and others	Ctcf	CTCF	Embryo	Embryonic brains		q < 1e-5	1	https://chip-atlas.dbcls.jp/data/mm9, mm10/eachData/bed05/SRX14728933.05.bed	https://chip-atlas.org/data/ExperimentList.json	2026-07-24T19:09:37+00:00
