repository	dataset_id	file_accession	target	assembly	file_format	output_type	output_category	download_url	retrieved_at_utc
ENCODE	ENCSR346FVK	ENCFF051JUI	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF051JUI/@@download/ENCFF051JUI.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR349VAW	ENCFF058RVC	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF058RVC/@@download/ENCFF058RVC.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR350EFV	ENCFF942KPN	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF942KPN/@@download/ENCFF942KPN.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR355GNZ	ENCFF907LMU	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF907LMU/@@download/ENCFF907LMU.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR355UYP	ENCFF663DTI	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF663DTI/@@download/ENCFF663DTI.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR367WYJ	ENCFF110BLF	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF110BLF/@@download/ENCFF110BLF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR368CYW	ENCFF553MQN	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF553MQN/@@download/ENCFF553MQN.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR370OQJ	ENCFF797XLL	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF797XLL/@@download/ENCFF797XLL.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR379DNM	ENCFF474VLR	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF474VLR/@@download/ENCFF474VLR.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR379WXM	ENCFF691JCE	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF691JCE/@@download/ENCFF691JCE.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR380KOO	ENCFF454RCC	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF454RCC/@@download/ENCFF454RCC.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR386CKJ	ENCFF240EGF	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF240EGF/@@download/ENCFF240EGF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR391EQV	ENCFF240LSH	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF240LSH/@@download/ENCFF240LSH.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR391NPE	ENCFF058TAP	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF058TAP/@@download/ENCFF058TAP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR397NQK	ENCFF230KBG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF230KBG/@@download/ENCFF230KBG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR400XSW	ENCFF148PQV	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF148PQV/@@download/ENCFF148PQV.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR401KZW	ENCFF862CEW	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF862CEW/@@download/ENCFF862CEW.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR402HFW	ENCFF064KHS	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF064KHS/@@download/ENCFF064KHS.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR402JWL	ENCFF610WJV	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF610WJV/@@download/ENCFF610WJV.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR403PZH	ENCFF283JME	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF283JME/@@download/ENCFF283JME.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR405ESP	ENCFF193BKF	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF193BKF/@@download/ENCFF193BKF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR405FZE	ENCFF400TER	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF400TER/@@download/ENCFF400TER.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR413QLR	ENCFF765OXM	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF765OXM/@@download/ENCFF765OXM.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR413YCI	ENCFF015EZJ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF015EZJ/@@download/ENCFF015EZJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR419BNY	ENCFF654RND	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF654RND/@@download/ENCFF654RND.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR424IJM	ENCFF045ADI	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF045ADI/@@download/ENCFF045ADI.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR425FUS	ENCFF518ICW	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF518ICW/@@download/ENCFF518ICW.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR425PQI	ENCFF059KOC	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF059KOC/@@download/ENCFF059KOC.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR426VHO	ENCFF892GEV	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF892GEV/@@download/ENCFF892GEV.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR429YAE	ENCFF693NFF	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF693NFF/@@download/ENCFF693NFF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR430RVP	ENCFF636SIY	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF636SIY/@@download/ENCFF636SIY.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR432DPY	ENCFF848IRP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF848IRP/@@download/ENCFF848IRP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR435JKM	ENCFF981WDM	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF981WDM/@@download/ENCFF981WDM.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR436JNB	ENCFF927GAF	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF927GAF/@@download/ENCFF927GAF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR437QMD	ENCFF055FKA	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF055FKA/@@download/ENCFF055FKA.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR438KQU	ENCFF595CLG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF595CLG/@@download/ENCFF595CLG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR438SPO	ENCFF584JKX	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF584JKX/@@download/ENCFF584JKX.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR440PMP	ENCFF597KVF	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF597KVF/@@download/ENCFF597KVF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR443UYU	ENCFF618VAN	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF618VAN/@@download/ENCFF618VAN.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR447OHF	ENCFF641CMM	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF641CMM/@@download/ENCFF641CMM.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR447ZGY	ENCFF459PFF	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF459PFF/@@download/ENCFF459PFF.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR449AUD	ENCFF693JGW	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF693JGW/@@download/ENCFF693JGW.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR449AXO	ENCFF407DWP	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF407DWP/@@download/ENCFF407DWP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR451WXC	ENCFF603FVA	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF603FVA/@@download/ENCFF603FVA.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR453MUW	ENCFF678MSJ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF678MSJ/@@download/ENCFF678MSJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR454VRA	ENCFF581EXO	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF581EXO/@@download/ENCFF581EXO.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR458RRZ	ENCFF813EXR	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF813EXR/@@download/ENCFF813EXR.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR461GYN	ENCFF089YVE	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF089YVE/@@download/ENCFF089YVE.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR463NAD	ENCFF300MWH	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF300MWH/@@download/ENCFF300MWH.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR473PNT	ENCFF459UTL	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF459UTL/@@download/ENCFF459UTL.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR480OHP	ENCFF926NKP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF926NKP/@@download/ENCFF926NKP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR489LNU	ENCFF788KZX	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF788KZX/@@download/ENCFF788KZX.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR492PXH	ENCFF459QWJ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF459QWJ/@@download/ENCFF459QWJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR494MDB	ENCFF253UKG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF253UKG/@@download/ENCFF253UKG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR494WCX	ENCFF683QWQ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF683QWQ/@@download/ENCFF683QWQ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR495HIT	ENCFF676LJR	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF676LJR/@@download/ENCFF676LJR.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR498NGT	ENCFF730HDE	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF730HDE/@@download/ENCFF730HDE.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR498ZRC	ENCFF684BWJ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF684BWJ/@@download/ENCFF684BWJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR499IIR	ENCFF499RFX	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF499RFX/@@download/ENCFF499RFX.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR500YBS	ENCFF098WLV	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF098WLV/@@download/ENCFF098WLV.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR505OPZ	ENCFF749RHX	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF749RHX/@@download/ENCFF749RHX.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR505YFA	ENCFF359SII	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF359SII/@@download/ENCFF359SII.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR506FPQ	ENCFF165QMM	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF165QMM/@@download/ENCFF165QMM.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR507SRD	ENCFF972AZZ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF972AZZ/@@download/ENCFF972AZZ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR507UDH	ENCFF244MRN	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF244MRN/@@download/ENCFF244MRN.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR510RPC	ENCFF846LAZ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF846LAZ/@@download/ENCFF846LAZ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR516LQO	ENCFF236TNX	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF236TNX/@@download/ENCFF236TNX.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR517NSQ	ENCFF336ETH	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF336ETH/@@download/ENCFF336ETH.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR519CFV	ENCFF057LJS	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF057LJS/@@download/ENCFF057LJS.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR520BIM	ENCFF292JKC	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF292JKC/@@download/ENCFF292JKC.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR520KVD	ENCFF721ZGP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF721ZGP/@@download/ENCFF721ZGP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR522MTS	ENCFF397PJU	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF397PJU/@@download/ENCFF397PJU.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR524MPL	ENCFF319KZD	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF319KZD/@@download/ENCFF319KZD.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR526RGE	ENCFF192EUQ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF192EUQ/@@download/ENCFF192EUQ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR531VWS	ENCFF639KHG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF639KHG/@@download/ENCFF639KHG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR532SRK	ENCFF337DEA	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF337DEA/@@download/ENCFF337DEA.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR535GFO	ENCFF377PYQ	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF377PYQ/@@download/ENCFF377PYQ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR540ADS	ENCFF562MSH	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF562MSH/@@download/ENCFF562MSH.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR540KQC	ENCFF707MQP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF707MQP/@@download/ENCFF707MQP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR543CPW	ENCFF434KGU	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF434KGU/@@download/ENCFF434KGU.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR543ZVZ	ENCFF207OTC	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF207OTC/@@download/ENCFF207OTC.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR546SDM	ENCFF901AMN	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF901AMN/@@download/ENCFF901AMN.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR549ZDH	ENCFF595JKW	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF595JKW/@@download/ENCFF595JKW.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR550WUX	ENCFF767HEP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF767HEP/@@download/ENCFF767HEP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR554HDT	ENCFF169QSG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF169QSG/@@download/ENCFF169QSG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR555HJT	ENCFF761QUK	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF761QUK/@@download/ENCFF761QUK.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR557DFM	ENCFF543XLN	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF543XLN/@@download/ENCFF543XLN.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR560BEL	ENCFF987KRH	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF987KRH/@@download/ENCFF987KRH.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR561KOM	ENCFF449ITG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF449ITG/@@download/ENCFF449ITG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR561VNL	ENCFF104GTG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF104GTG/@@download/ENCFF104GTG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR561YSH	ENCFF096HVY	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF096HVY/@@download/ENCFF096HVY.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR564IGJ	ENCFF790UBM	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF790UBM/@@download/ENCFF790UBM.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR564WJA	ENCFF805FFP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF805FFP/@@download/ENCFF805FFP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR569IBY	ENCFF795VML	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF795VML/@@download/ENCFF795VML.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR577GVS	ENCFF382WGI	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF382WGI/@@download/ENCFF382WGI.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR579YLO	ENCFF660FJP	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF660FJP/@@download/ENCFF660FJP.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR581KPP	ENCFF461TWG	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF461TWG/@@download/ENCFF461TWG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR582UTE	ENCFF268OSV	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF268OSV/@@download/ENCFF268OSV.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR593INW	ENCFF150QLH	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF150QLH/@@download/ENCFF150QLH.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR593KDJ	ENCFF777LYB	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF777LYB/@@download/ENCFF777LYB.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR596PFU	ENCFF573CFJ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF573CFJ/@@download/ENCFF573CFJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR597BWL	ENCFF120SGY	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF120SGY/@@download/ENCFF120SGY.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR597RXN	ENCFF933DUA	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF933DUA/@@download/ENCFF933DUA.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR597UDW	ENCFF773MWG	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF773MWG/@@download/ENCFF773MWG.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR597ULV	ENCFF776KYJ	H3K27ac	GRCh38	bed narrowPeak	replicated peaks	annotation	https://www.encodeproject.org/files/ENCFF776KYJ/@@download/ENCFF776KYJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR600TOW	ENCFF133RJS	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF133RJS/@@download/ENCFF133RJS.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR601VHO	ENCFF213UNL	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF213UNL/@@download/ENCFF213UNL.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR604JDV	ENCFF838BLK	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF838BLK/@@download/ENCFF838BLK.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR606WJA	ENCFF967HWJ	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF967HWJ/@@download/ENCFF967HWJ.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR607IHY	ENCFF812QHM	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF812QHM/@@download/ENCFF812QHM.bed.gz	2026-07-24T19:57:09+00:00
ENCODE	ENCSR608XIG	ENCFF592RKH	H3K27ac	GRCh38	bed narrowPeak	pseudoreplicated peaks	annotation	https://www.encodeproject.org/files/ENCFF592RKH/@@download/ENCFF592RKH.bed.gz	2026-07-24T19:57:09+00:00
