resource	assembly	marker	identifier	cell_type	processed_file_download_url
Roadmap	hg19	H2BK120ac	NGRMPUKT5JTU5S	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK120ac.AK401.gappedPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPV3R7HCQHC	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK120ac.SK378.narrowPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPVA3N2MJRY	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK120ac.AK421.broadPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPVKL6OVEVF	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK120ac.AY223.gappedPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPWCAU7WFHY	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK120ac.AK146.gappedPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPXCQUKIH5B	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK120ac.AK410.narrowPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPXWB3OGAME	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK120ac.YL06.broadPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPYNQK5HWXK	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK120ac.SK378.broadPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPZ3FB6WIHM	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK120ac.AK410.broadPeak.bed.gz
Roadmap	hg19	H2BK120ac	NGRMPZJ2XMXIL4	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK120ac.AK146.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMP2HPIITBOH	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK12ac.YL93.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMP4YSJU5W52	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK12ac.AK270.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMP6JG7IQ627	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK12ac.AY224.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMP7ACUZSXX5	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK12ac.YL138.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPBBGV6ZLU2	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK12ac.AK281.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPBXULT5AMM	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK12ac.AY72.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPFT6VODQC5	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H9.H2BK12ac.AK30.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPHLOHTFFRS	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK12ac.AK30.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPHZ4CUIPS2	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK12ac.AK249.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPITVVPYSDG	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK12ac.SAK203.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPJV5WJR7PQ	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK12ac.YL138.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPM4BPOLJKR	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK12ac.YL93.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPM7IGFUZB7	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK12ac.YL68.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPMFBTZP36V	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK12ac.YL68.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPNW2XHSSRT	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK12ac.AY224.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPO3SCC46HO	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H2BK12ac.YL93.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPOBWDM3CD4	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK12ac.AK270.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPODITVNNLQ	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK12ac.AK30.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPOLUIVO3V5	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK12ac.AK112.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPOQ7LPXT4Q	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK12ac.AK281.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPOXANXSQMU	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK12ac.YL18.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPPCGPSXHPK	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK12ac.SAK203.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPQDZB63UG4	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK12ac.AY72.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPS6TYPOSHN	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK12ac.AY224.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPSEEI7F3FO	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK12ac.YL18.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPTLPIY2XHP	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK12ac.AK281.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPTOWH2VXIB	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK12ac.AK249.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPUFHI42G7W	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK12ac.AK112.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPUGMXG5VIV	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK12ac.YL68.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPV7NDMZV5G	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK12ac.AY72.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPVYYJXGYYR	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK12ac.AK270.broadPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPW42HWQQXT	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H2BK12ac.SAK203.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPWMFXOFFFP	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK12ac.YL138.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPYPQAHJKSK	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK12ac.YL18.narrowPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPZOVI2WIQC	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H9.H2BK12ac.AK112.gappedPeak.bed.gz
Roadmap	hg19	H2BK12ac	NGRMPZW4DELPBR	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK12ac.AK249.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP2CKLD2BAJ	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H2BK15ac.SAK204.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP2EIN5TDZS	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK15ac.YL69.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP2U7GGZEMF	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK15ac.YL206.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP3I2A4F46Q	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H9.H2BK15ac.AY28.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP4QHEZ54YP	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK15ac.SK42.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP64YXBDR3N	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK15ac.CY9.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP6TOQX4FLO	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK15ac.AK419.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMP6ZVAAL66X	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK15ac.YL19.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPAFR6BDXVF	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK15ac.AK422.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPBYJ5PGJ4L	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK15ac.YL19.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPC4UFOHYHM	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H2BK15ac.YL206.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPC6G5PGV2I	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK15ac.CY9.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPCBE3ZQSTM	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK15ac.AY28.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPD7Q7M4FUY	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK15ac.SK376.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPFI2A4KWGG	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK15ac.AK422.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPG3R2QKOMC	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK15ac.YL69.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPGO6FJDDMY	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK15ac.SK42.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPGYDYDPWXR	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK15ac.YL19.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPIMZI3HC5Q	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK15ac.AK113.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPIV6WREK3N	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK15ac.CY9.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPJQCHHVN6U	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK15ac.SK42.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPL2GBXHPJD	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK15ac.AK418.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPLGQDSPO36	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK15ac.AK418.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPMHTXAUK6C	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK15ac.AK419.narrowPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPOL66V7ENX	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK15ac.YL69.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPPDTI2RDWU	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK15ac.SAK204.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPQ27KAJL2O	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H9.H2BK15ac.AK113.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPQEIJJZNPC	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK15ac.SK376.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPR4LS2AAH3	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H9.H2BK15ac.SK376.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPS6Y2EIH7L	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK15ac.SAK204.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPTAYSR3ILO	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK15ac.AK113.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPV7SBIS4XX	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK15ac.AK419.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPW26H6BZ54	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK15ac.AY28.broadPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPXPQSPQQIR	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK15ac.AK422.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPZBNA7QBWP	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK15ac.YL206.gappedPeak.bed.gz
Roadmap	hg19	H2BK15ac	NGRMPZNTMRHXEY	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK15ac.AK418.narrowPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMP37VNR3UO5	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H9.H2BK20ac.SK377.narrowPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMP3OAIWRMHE	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H2BK20ac.SAK205.narrowPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMP6EHKFHOPK	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK20ac.YL207.gappedPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPDUNON6TVB	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK20ac.YL07.gappedPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPEQF4AKGKY	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK20ac.YL07.broadPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPGB2QJDZ45	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK20ac.YL07.narrowPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPHBZ3D6YUP	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK20ac.SAK205.broadPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPHNAZU7YIS	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1.H2BK20ac.SAK205.gappedPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPI3IDJXBYI	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H9.H2BK20ac.SK377.gappedPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPL4OOVTYNY	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1.H2BK20ac.YL207.narrowPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPOGPJPQVF7	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.IMR90.H2BK20ac.SK14.gappedPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPPPH75T2UG	H1-hESC	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1.H2BK20ac.YL207.broadPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPPSCBOMFF3	H9	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H9.H2BK20ac.SK377.broadPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPS2X47ULHL	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK20ac.SK14.broadPeak.bed.gz
Roadmap	hg19	H2BK20ac	NGRMPV4B63FQDC	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.IMR90.H2BK20ac.SK14.narrowPeak.bed.gz
Roadmap	hg19	H2BK5ac	NGRMP3WHIT6ZGO	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H2BK5ac.AK171.gappedPeak.bed.gz
Roadmap	hg19	H2BK5ac	NGRMP65TQYTQFW	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK5ac.AY225.broadPeak.bed.gz
Roadmap	hg19	H2BK5ac	NGRMP6ZQFRUTOK	IMR-90	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.IMR90.H2BK5ac.LL229.broadPeak.bed.gz
Roadmap	hg19	H2BK5ac	NGRMP7OYYFQKLG	Mesendoderm	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H2BK5ac.AY73.gappedPeak.bed.gz
Roadmap	hg19	H2BK5ac	NGRMP7US64SVCR	Neuronal progenitor cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H2BK5ac.CY10.broadPeak.bed.gz
Roadmap	hg19	H2BK5ac	NGRMPANT24BKBN	Mesenchymal stem cell	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H2BK5ac.SK516.gappedPeak.bed.gz
