resource	assembly	identifier	cell_type	tissue_category	biosample_type	assay	target	output_type	file_format	number_of_intervals	processed_file_download_url	release_date	metadata_source
Roadmap	hg19	NGRMPRCIOGCPXX	Sigmoid colon	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	84005	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Sigmoid_Colon.H3K27ac.STL001.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTI7Z7KL6R	Sigmoid colon	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	449700	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Sigmoid_Colon.H3K27ac.STL001.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPBCCLRYDM2	Skeletal muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	113503	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Skeletal_Muscle.H3K27ac.62.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPJR6F2DRPB	Skeletal muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	110385	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Skeletal_Muscle.H3K27ac.62.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPUOAXQ7UYH	Skeletal muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	293741	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Muscle_Trunk.H3K27ac.H-24851.Histone.DS23303.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXOHV73TEU	Skeletal muscle	Skeletal Muscle	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	52047	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Skeletal_Muscle.H3K27ac.62.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCAYWNJGV5	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	848549	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Small_Intestine.H3K27ac.STL003.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPFEAEAK2HO	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	192673	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Small_Intestine.H3K27ac.STL003.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPHVMYRE6GY	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	141247	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Small_Intestine.H3K27ac.STL003.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPI2BZAIDGA	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	44199	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Small_Intestine.H3K27ac.STL002.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPLCAHGR4I5	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	126525	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Intestine_Small.H3K27ac.H-24595.Histone.DS21781.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPNFOFZXRSH	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	129785	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Intestine_Small.H3K27ac.H-24595.Histone.DS21781.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPR22DHGCV4	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	78173	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Small_Intestine.H3K27ac.STL001.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPR3ELEX7DO	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	64473	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Intestine_Small.H3K27ac.H-24595.Histone.DS21781.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPUJXP42NTO	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	266350	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Small_Intestine.H3K27ac.STL001.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPVXXNTOPRV	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	526135	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Small_Intestine.H3K27ac.STL002.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPWAAXPARXA	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	190231	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Small_Intestine.H3K27ac.STL001.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPZQYN7LL24	Small intestine	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	96710	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Small_Intestine.H3K27ac.STL002.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPNZBA4S6H7	Smooth muscle cell	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	508227	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Colon_Smooth_Muscle.H3K27ac.156.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPSKPXJVLEK	Smooth muscle cell	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	54165	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Colon_Smooth_Muscle.H3K27ac.156.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTUUMKTQ3B	Smooth muscle cell	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	139671	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Colon_Smooth_Muscle.H3K27ac.156.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP2SPZEDILC	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	41892	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Stomach_Smooth_Muscle.H3K27ac.28.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP6N2TO2M6L	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	113572	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Rectal_Smooth_Muscle.H3K27ac.30.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP7GC5FY75T	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	287787	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Duodenum_Smooth_Muscle.H3K27ac.160.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPG2QOWXNID	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	226472	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Rectal_Smooth_Muscle.H3K27ac.30.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPJBWCSO7E4	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	99107	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Stomach_Smooth_Muscle.H3K27ac.28.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPJUINUPNHL	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	49013	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Rectal_Smooth_Muscle.H3K27ac.30.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPV2QEKPFIE	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	224078	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Stomach_Smooth_Muscle.H3K27ac.28.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXII4MHPMY	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	121039	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Duodenum_Smooth_Muscle.H3K27ac.160.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPZK54ZWS6P	Smooth muscle tissue	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	54039	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Duodenum_Smooth_Muscle.H3K27ac.160.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP4FGTSNENG	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	124962	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Spleen.H3K27ac.STL003.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP7Z35FNB2Y	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	42489	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Spleen.H3K27ac.STL001.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPD7W7P7BLR	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	58265	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Spleen.H3K27ac.STL003.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPDIL2RA64H	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	83147	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Spleen.H3K27ac.STL001.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPENUR4VYKJ	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	152753	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Spleen.H3K27ac.STL002.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPEUAKJZWMG	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	192930	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Spleen.H3K27ac.STL001.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPPZ5PJ3KQW	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	70954	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Spleen.H3K27ac.STL002.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPT5N2ZZUL5	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	262472	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Spleen.H3K27ac.STL003.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPY4MEGUZJX	Spleen	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	186289	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Spleen.H3K27ac.STL002.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP2OEBHTJ2C	Stomach	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	137802	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPKOJ63BO22	Stomach	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	142932	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPR6SSJZNWJ	Stomach	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	71055	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPB7XCTPNZN	Substantia nigra	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	98962	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Substantia_Nigra.H3K27ac.149.DNA_Lib_1847.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPDRB37NCCT	Substantia nigra	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	257264	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Substantia_Nigra.H3K27ac.149.DNA_Lib_1847.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPLUXDKBOJT	Substantia nigra	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	40753	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Substantia_Nigra.H3K27ac.149.DNA_Lib_1847.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPPQSDSB63Y	Substantia nigra	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	47542	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Substantia_Nigra.H3K27ac.149.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXGO2VJNRF	Substantia nigra	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	157051	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Substantia_Nigra.H3K27ac.149.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPZSUUL5FEG	Substantia nigra	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	128318	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Substantia_Nigra.H3K27ac.149.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP4AD5ZLYKO	Thymus	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	46210	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP4B3VP7KDN	Thymus	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	327552	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Thymus.H3K27ac.STL001.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP7WJGZ3WEY	Thymus	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	89154	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Thymus.H3K27ac.STL001.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPMRFR7DBAL	Thymus	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	89837	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPONTFGOSAT	Thymus	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	189740	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPREJPG6GFW	Thymus	Immune Organ	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	56401	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Thymus.H3K27ac.STL001.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPHE3OGFTIY	Urinary bladder	Urinary	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	101681	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Bladder.H3K27ac.STL003.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPQMNDDYWCF	Urinary bladder	Urinary	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	73923	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Bladder.H3K27ac.STL003.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPRCXMU2ZBR	Urinary bladder	Urinary	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	768878	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/UCSD.Bladder.H3K27ac.STL003.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPD3CNGXRRJ	Ventricle	Heart	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	845345	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.Right_Ventricle.H3K27ac.STL001.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPIBWUYGPG7	Ventricle	Heart	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	144650	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.Right_Ventricle.H3K27ac.STL001.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPZ3JOWSUFG	Ventricle	Heart	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	284128	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.Right_Ventricle.H3K27ac.STL001.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP5GGQXT746	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed gappedPeak	204642	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.iPS_DF_19.11.H3K27ac.SK402.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCLU3P6H5F	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed narrowPeak	57400	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.iPS_DF_19.11.H3K27ac.SK434.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPH4JTJFSAP	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed broadPeak	348690	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_19.11.H3K27ac.SK395.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPHQI5RB5UY	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed narrowPeak	244307	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.iPS_DF_19.11.H3K27ac.SK402.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPJWUTRBDZK	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed narrowPeak	96107	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.iPS_DF_19.11.H3K27ac.SK395.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPKUWT6JI7Q	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed broadPeak	1066660	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_19.11.H3K27ac.SK402.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPOKUQZT6LO	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed gappedPeak	64806	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.iPS_DF_19.11.H3K27ac.SK395.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTR7ZUMWJO	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed broadPeak	535191	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_19.11.H3K27ac.SK434.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXDYMS6NHK	iPS DF 19	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed gappedPeak	45566	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.iPS_DF_19.11.H3K27ac.SK434.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPPMXN3T7NP	iPS DF 6	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed gappedPeak	88701	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.iPS_DF_6.9.H3K27ac.SK432.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPRNJYEHUI4	iPS DF 6	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed narrowPeak	38006	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.iPS_DF_6.9.H3K27ac.SK432.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPULGW7DHSV	iPS DF 6	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed broadPeak	1466166	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSD.iPS_DF_6.9.H3K27ac.SK432.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPGQNHIPKM6	iPS-18a	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed narrowPeak	42500	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.iPS-18a.H3K27ac.DNA_Lib_349.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPUEDBRLY3A	iPS-18a	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed broadPeak	328821	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.iPS-18a.H3K27ac.DNA_Lib_349.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPVL3CLYYRK	iPS-18a	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed gappedPeak	33424	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.iPS-18a.H3K27ac.DNA_Lib_349.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP6AKZZRBTS	iPS-20b	iPSC	Primary culture	ChIP-seq	H3K27ac	peaks	bed gappedPeak	56360	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.iPS-20b.H3K27ac.DNA_Lib_357.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
