resource	assembly	identifier	cell_type	tissue_category	biosample_type	assay	target	output_type	file_format	number_of_intervals	processed_file_download_url	release_date	metadata_source
Roadmap	hg19	NGRMP5KZGR622V	Melanocyte	Skin	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	487160	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27ac.skin01.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPB6AJFNXGX	Melanocyte	Skin	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	211609	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27ac.skin03.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPJ2KSDMBWF	Melanocyte	Skin	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	107995	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27ac.skin03.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPJNPBZFM2X	Melanocyte	Skin	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	514625	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27ac.skin03.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTRAILKWWJ	Melanocyte	Skin	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	44327	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27ac.skin01.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPWPXPE6DVV	Melanocyte	Skin	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	41254	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSF-UBC.Penis_Foreskin_Melanocyte_Primary_Cells.H3K27ac.skin01.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP3EQBX5WVT	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	60852	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.57.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP4BSVA24DO	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	173834	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK438.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP6NJULQYLS	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	116913	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK436.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPDHYINF3WA	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	61357	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.60.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPGIQDGKC5O	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	641655	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK438.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPISIR6BHFQ	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	105339	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.57.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPJTW7PUUMK	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	98189	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.60.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPLME63OOOL	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	114826	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.57.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPMGBSXI5JE	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	101582	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.59.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPODOXNDFUT	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	67071	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.59.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPOQGVST2PJ	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	57129	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK436.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPPCKZWOMAI	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	92032	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK438.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPQMEKXNJUK	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	352543	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK436.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPVCBV5SHLN	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	61333	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.58.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXOMJPRGTA	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	90041	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.60.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXRWVYRROR	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	93575	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.59.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPZHFAZFTZD	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	92726	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.58.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPZY4RQCV4A	Mesenchymal stem cell	Connective Tissue	Stem cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	101407	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27ac.58.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP2BFKP4DLK	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	974916	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK447.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP2QOKY6LHU	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	89212	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK447.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP64F5TG42N	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	1393392	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.SK340.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP6F7JO7LGQ	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	134796	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK449.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPEA7LYK6TU	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	440753	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK147.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPF73U2VUCJ	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	132612	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK313.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPHAZZBASS2	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	160142	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK310.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPHN3PITBN4	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	1376122	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK449.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPID3PUDGPR	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	36684	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK449.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPKT6C7MY2A	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	104652	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK447.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPMDIRWR67N	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	74443	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK313.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPN4KVBMJNT	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	63157	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.AK316.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPOFKYQVHY5	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	466618	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK313.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPQIDNVUWGK	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	204074	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK147.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPSPKQTXNAF	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	334347	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.AK316.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTQT3SQIE4	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed broadPeak	554094	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK310.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPTS5VADWCX	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	73130	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.SK340.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPU66TMHSGI	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	96405	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK310.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPVK5M2LQ3V	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed narrowPeak	117313	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.AK316.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPWEYZSOLI6	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	101977	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK147.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPZWSQCMCAB	Mesendoderm	Embryo	In vitro differentiated cells	ChIP-seq	H3K27ac	peaks	bed gappedPeak	202935	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.SK340.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP35YP63M5A	Mid frontal lobe	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	52691	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Mid_Frontal_Lobe.H3K27ac.149.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP3AJXCA4RP	Mid frontal lobe	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	66850	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Brain_Mid_Frontal_Lobe.H3K27ac.112.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPKCJDMRTB4	Mid frontal lobe	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	150038	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Mid_Frontal_Lobe.H3K27ac.149.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPMBQQINLYY	Mid frontal lobe	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	175237	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Brain_Mid_Frontal_Lobe.H3K27ac.112.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPNWZGXZHLT	Mid frontal lobe	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	187876	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Mid_Frontal_Lobe.H3K27ac.149.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPVFHHEFCD2	Mid frontal lobe	Brain	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	431715	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/1/BI.Brain_Mid_Frontal_Lobe.H3K27ac.112.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP264ZJUBKD	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	628286	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMP3NWWIQ6BV	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	124591	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP5CKSC7JXH	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	586509	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPAI5K5GQLD	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed broadPeak	296176	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCLWJ6O5EN	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	70521	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPCNF6GMCJD	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	57293	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPFKOLKYIWS	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	58927	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01536.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPS7IN6CKMN	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed gappedPeak	48388	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01549.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPXTOEY4IFE	Mobilized CD34+	Blood	Primary cell	ChIP-seq	H3K27ac	peaks	bed narrowPeak	78742	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Mobilized_CD34_Primary_Cells.H3K27ac.RO_01480.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMP7D6YQXWXD	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	45068	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Duodenum_Mucosa.H3K27ac.159.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCCE7XLJJY	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	219765	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/3/BI.Rectal_Mucosa.H3K27ac.31.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCDF26YJIE	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	449275	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Colonic_Mucosa.H3K27ac.32.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPCTPT7TIJ3	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	129781	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Rectal_Mucosa.H3K27ac.29.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPDGHGODXGD	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	56619	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Colonic_Mucosa.H3K27ac.32.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPDYC2FBDFN	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	59375	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Rectal_Mucosa.H3K27ac.29.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPKQGDWLXSW	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed narrowPeak	140637	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/narrowpeak/hg19/BI.Colonic_Mucosa.H3K27ac.32.narrowPeak.bed.gz	11/30/2014	FILER hg19 template
Roadmap	hg19	NGRMPP2HQINOR5	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	436134	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Colonic_Mucosa.H3K27ac.155.broadPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPRTG2RYWT3	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed gappedPeak	51969	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/gappedpeak/hg19/BI.Colonic_Mucosa.H3K27ac.155.gappedPeak.bed.gz	02/08/2015	FILER hg19 template
Roadmap	hg19	NGRMPSWGPPECR3	Mucosa	Digestive	Primary tissue	ChIP-seq	H3K27ac	peaks	bed broadPeak	690191	https://tf.lisanwanglab.org/GADB/Annotationtracks/RoadMap/ChIP-seq/broadpeak/hg19/2/BI.Duodenum_Mucosa.H3K27ac.159.broadPeak.bed.gz	02/08/2015	FILER hg19 template
