file1,file2,sketch_type,mode,precision,num_hashes,kmer_size,window_size,reg_eq_similarity,jaccard_similarity_ie,containment_AB,containment_BA,cosketch_geom,cosketch_arith,cosketch_max
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fBrain-DS16302.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.4909210205078125,0.3550963886528878,0.5902598260279274,0.47126072818168496,0.5274147091524048,0.5307602771048061,0.5902598260279274
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.3926277160644531,0.2406515227493595,0.410042770425843,0.368105004661161,0.3885084245146819,0.389073887543502,0.410042770425843
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.37023162841796875,0.21815260420252205,0.40143408534103253,0.3233234415785613,0.36026802528035223,0.3623787634597969,0.40143408534103253
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.3748207092285156,0.22592210907735044,0.44175843906360857,0.3161931651919439,0.3737392126841588,0.37897580212777626,0.44175843906360857
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16559.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.3629646301269531,0.2102501906673393,0.3876660756431424,0.3147922147110039,0.3493340271431175,0.35122914517707315,0.3876660756431424
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16712.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.35501861572265625,0.20469489437386235,0.2875075899673051,0.41542892149662025,0.3455994329020377,0.35146825573196266,0.41542892149662025
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16822.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.357940673828125,0.20232222593136825,0.35288981294963556,0.32166080131743335,0.33691366848220766,0.3372753071335345,0.35288981294963556
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS17808.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.37054443359375,0.21615168098422885,0.36875784233890596,0.3431032995993679,0.35569935684454385,0.35593057096913694,0.36875784233890596
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS18495.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.34822845458984375,0.19197000009964343,0.3135335071805701,0.331159219182481,0.3222258701989373,0.32234636318152554,0.331159219182481
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fKidney_renal_cortex_L-DS17550.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.4066314697265625,0.2602921252875145,0.4822600777801138,0.36123678234511125,0.41738480896025837,0.42174843006261253,0.4822600777801138
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fLung_L-DS17154.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.3951911926269531,0.2538640130934409,0.5106363705621322,0.33548310013351884,0.4138959683750404,0.4230597353478255,0.5106363705621322
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fLung_L-DS18421.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.4005088806152344,0.25552676850360173,0.4792462268521731,0.35374760671335137,0.41174288794751523,0.41649691678276224,0.4792462268521731
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fLung_R-DS15632.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.410186767578125,0.26105941058955673,0.44092448381436994,0.39023116664335095,0.41480414139747795,0.41557782522886044,0.44092448381436994
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fMuscle_arm-DS19053.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.4122276306152344,0.2624966559053764,0.451690760022271,0.3852572383216132,0.41715361053402217,0.41847399917194206,0.451690760022271
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fMuscle_back-DS18454.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.4133644104003906,0.2664911606119136,0.4591740819176548,0.38840284859811336,0.4223085618587913,0.42378846525788405,0.4591740819176548
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fMuscle_leg-DS19115.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.4133453369140625,0.26413734304566133,0.4485463532753376,0.3911620498542643,0.4188726668115694,0.4198542015648009,0.4485463532753376
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fMuscle_leg-DS19158.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.38832855224609375,0.2415322636197625,0.47419821984301536,0.32987940088821754,0.39551008162128204,0.40203881036561645,0.47419821984301536
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fSkin_fibro_bicep_R-DS19745.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.3105735778808594,0.15401569773995744,0.22739747414075007,0.32307480053251453,0.2710468476105569,0.2752361373366323,0.32307480053251453
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,fStomach-DS17659.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,18,NA,8,40,0.3973731994628906,0.24949532520038864,0.35555244549908,0.4554633106052889,0.40241905263147953,0.40550787805218447,0.4554633106052889
