precision,num_files,build,arm,run_index,order_position,threads,num_intervals,n_pairs,sketch_time,comparison_time,pair_time,write_time,wall_time,cpu_time,max_rss_mb,us_per_pair,binary_md5,hostname,cpu_model,cpu_count,slurm_job_id,git_sha,corpus_seed
22,64,pre,no_metrics,1,0,16,10000,4096,34.278772,0.80037,0.79894,0.001429,35.10746645927429,312.545717,581.73828125,195.0537109375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,metrics,1,1,16,10000,4096,33.976834,2.350441,2.343551,0.00689,36.356695890426636,330.40299000000033,581.76171875,572.156005859375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,metrics,1,2,16,10000,4096,33.855964,1.324926,1.317989,0.006937,35.20934462547302,316.5998220000007,581.75390625,321.774658203125,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,no_metrics,1,3,16,10000,4096,33.825946,0.790999,0.789612,0.001387,34.64480900764465,306.5958379999989,581.76171875,192.7763671875,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,no_metrics,2,0,16,10000,4096,33.98569,0.766212,0.764822,0.00139,34.779175996780396,307.52645700000005,581.73828125,186.72412109375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,no_metrics,2,1,16,10000,4096,33.843123,0.789713,0.788308,0.001405,34.661869764328,306.6694180000016,581.73828125,192.4580078125,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,metrics,2,2,16,10000,4096,34.138801,2.346145,2.339154,0.006991,36.513468503952026,332.4659059999984,581.73828125,571.08251953125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,metrics,2,3,16,10000,4096,33.889934,1.325106,1.318201,0.006904,35.24378442764282,316.63338400000134,581.80078125,321.826416015625,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,no_metrics,3,0,16,10000,4096,34.114991,0.793248,0.791877,0.001371,34.93562364578247,307.2999699999986,581.74609375,193.329345703125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,no_metrics,3,1,16,10000,4096,34.081181,0.790646,0.78928,0.001365,34.90153789520264,309.1384640000016,581.73828125,192.6953125,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,metrics,3,2,16,10000,4096,33.88018,1.339312,1.332352,0.00696,35.2474582195282,316.86392299999966,581.75390625,325.28125,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,metrics,3,3,16,10000,4096,34.010323,2.340382,2.333426,0.006956,36.379987716674805,331.4555730000004,581.74609375,569.68408203125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,no_metrics,4,0,16,10000,4096,34.126017,0.784662,0.783257,0.001405,34.93765377998352,308.0255059999976,581.73828125,191.224853515625,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,metrics,4,1,16,10000,4096,33.908325,1.325609,1.318687,0.006921,35.26329445838928,315.52437900000166,581.79296875,321.945068359375,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,pre,metrics,4,2,16,10000,4096,34.234028,2.341225,2.33429,0.006934,36.60360050201416,334.05619100000104,581.75390625,569.89501953125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
22,64,post,no_metrics,4,3,16,10000,4096,33.850105,0.77668,0.775299,0.00138,34.656102418899536,306.7559620000004,581.74609375,189.281982421875,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,no_metrics,0,0,16,10000,4096,100.20637,3.289444,3.288034,0.00141,103.53021812438965,849.3954099999979,2309.78515625,802.74267578125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,metrics,0,1,16,10000,4096,100.101566,9.76935,9.762409,0.00694,109.90492486953735,950.7378320000008,2309.75390625,2383.400634765625,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,no_metrics,0,2,16,10000,4096,99.442879,3.287063,3.285676,0.001386,102.7654812335968,849.5920890000003,2309.73828125,802.1669921875,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,metrics,0,3,16,10000,4096,99.971651,5.512177,5.505222,0.006954,105.51881408691406,886.8971689999983,2309.75390625,1344.04833984375,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,no_metrics,1,0,16,10000,4096,100.06564,3.285818,3.284431,0.001386,103.384756565094,849.968906,2309.73828125,801.863037109375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,metrics,1,1,16,10000,4096,100.305277,9.764619,9.757623,0.006996,110.10491681098938,951.3340100000001,2309.73046875,2382.232177734375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,metrics,1,2,16,10000,4096,99.508325,5.498069,5.491064,0.007005,105.04215383529663,884.6006020000009,2309.73828125,1340.591796875,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,no_metrics,1,3,16,10000,4096,99.238678,3.288996,3.287626,0.00137,102.56249046325684,841.0396969999993,2309.73828125,802.64306640625,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,no_metrics,2,0,16,10000,4096,99.455669,3.270118,3.268694,0.001424,102.76060938835144,841.3117969999992,2309.73046875,798.02099609375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,no_metrics,2,1,16,10000,4096,100.147022,3.302417,3.301037,0.00138,103.48452186584473,855.5378970000006,2309.75390625,805.917236328125,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,metrics,2,2,16,10000,4096,101.575986,9.775964,9.769058,0.006905,111.38835525512695,972.5164350000023,2309.73046875,2385.02392578125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,metrics,2,3,16,10000,4096,100.780981,5.509433,5.502512,0.006921,106.32617521286011,901.665598999999,2309.74609375,1343.38671875,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,no_metrics,3,0,16,10000,4096,101.582614,3.297166,3.295743,0.001423,104.9184467792511,869.9227949999996,2309.73828125,804.624755859375,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,no_metrics,3,1,16,10000,4096,99.042077,3.292565,3.291132,0.001433,102.37221670150757,841.9864779999996,2309.76171875,803.4990234375,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,metrics,3,2,16,10000,4096,99.137873,5.499573,5.492647,0.006926,104.67322015762329,876.3809790000005,2309.73828125,1340.978271484375,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,metrics,3,3,16,10000,4096,99.663687,9.769289,9.762281,0.007008,109.46981024742126,941.9216310000003,2309.73828125,2383.369384765625,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,no_metrics,4,0,16,10000,4096,99.625234,3.284397,3.283002,0.001395,102.94466590881348,840.7771230000014,2309.73046875,801.51416015625,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,metrics,4,1,16,10000,4096,99.156959,5.506129,5.49914,0.006988,104.69914507865906,877.9442599999976,2309.74609375,1342.5634765625,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,pre,metrics,4,2,16,10000,4096,99.49229,9.750711,9.743693,0.007017,109.27913975715637,941.6380260000029,2309.73046875,2378.831298828125,322e971877b5,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
24,64,post,no_metrics,4,3,16,10000,4096,99.19153,3.281793,3.280407,0.001386,102.50850582122803,840.5851749999964,2309.78515625,800.880615234375,3613d0803912,sr09,Intel(R) Xeon(R) Gold 6448Y,16,29628907,bd3c7ee-dirty,20260808
