file1,file2,sketch_type,mode,precision,num_hashes,kmer_size,window_size,jaccard_similarity,jaccard_similarity_ie,containment_AB,containment_BA,cosketch_geom,cosketch_arith,cosketch_max
fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,fMuscle_back-DS18454.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.46887969970703125,0.3279232549434718,0.5083029458533114,0.48026973045693805,0.4940875618708059,0.4942863381551247,0.5083029458533114
fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,fMuscle_leg-DS19115.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4638267755508423,0.3219477595067779,0.49370912788105015,0.4806283086971195,0.48712481267309615,0.4871687182890848,0.49370912788105015
fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,fMuscle_leg-DS19158.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4386622905731201,0.2967633364214217,0.5239152444986976,0.406341723404598,0.4613985515446945,0.46512848395164785,0.5239152444986976
fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,fSkin_fibro_bicep_R-DS19745.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3325546184247277,0.18554624402779168,0.2553089955298337,0.4044212000444501,0.3213290686419741,0.3298650977871419,0.4044212000444501
fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,fStomach-DS17659.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4342381279752407,0.295738693643298,0.38798928771452607,0.5543321225952228,0.46376171187690973,0.4711607051548744,0.5543321225952228
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.37145471572875977,0.21980503323277423,0.32481340494784955,0.4047279206171522,0.3625755838071838,0.36477066278250087,0.4047279206171522
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fBrain-DS16302.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.36496615409851074,0.20961204889352636,0.34782279886042616,0.345340721745307,0.3465795383428345,0.3465817603028666,0.34782279886042616
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.6153201598310661,0.5020708867205692,0.6337617283914411,0.707278328609095,0.6695117146048377,0.670520028500268,0.707278328609095
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.6188991069793701,0.5060983083360039,0.7130705073746624,0.6355199071816794,0.6731793985712415,0.6742952072781709,0.7130705073746624
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16559.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.40421175956726074,0.25387565883683283,0.4030913219191307,0.40681683438836885,0.4049497938665529,0.4049540781537498,0.40681683438836885
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16712.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3699737787246704,0.2348516359700463,0.29605052374540436,0.5318567411578262,0.396807846163982,0.4139536324516153,0.5318567411578262
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16822.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.38805878162384033,0.23669890002357297,0.3598171945300607,0.4088996720635343,0.3835741556024894,0.38435843329679753,0.4088996720635343
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS17808.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.41041529178619385,0.26216339048561726,0.3866918776095117,0.44875713357276764,0.41657020845460846,0.41772450559113966,0.44875713357276764
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS18495.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.37097060680389404,0.22097879541559415,0.3184413645161416,0.4192827245066032,0.3653997303090524,0.3688620445113724,0.4192827245066032
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fKidney_renal_cortex_L-DS17550.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4253026247024536,0.2775789455422024,0.45036871131102,0.4197843005399254,0.4348076752574224,0.4350765059254727,0.45036871131102
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fLung_L-DS17154.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.43358302116394043,0.28964667751913176,0.4995231873048742,0.4080678050681046,0.45148569260179633,0.4537954961864894,0.4995231873048742
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fLung_L-DS18421.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.43173670768737793,0.2851941443330542,0.463811226035904,0.42547148511929844,0.4442279270335204,0.4446413555776012,0.463811226035904
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fLung_R-DS15632.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4270676374435425,0.28025858496402906,0.41837791380283296,0.4591474045874269,0.4382888696502262,0.4387626591951299,0.4591474045874269
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fMuscle_arm-DS19053.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4217195510864258,0.27374004274655306,0.4173198178474735,0.4430940561652925,0.43001387280900377,0.430206937006383,0.4430940561652925
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fMuscle_back-DS18454.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.42194628715515137,0.2739494092372219,0.4189742325331179,0.44178833530736095,0.4302300881243492,0.43038128392023944,0.44178833530736095
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fMuscle_leg-DS19115.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4145777225494385,0.2660169230168079,0.40352593165704,0.43840346788705586,0.4206033378621732,0.4209646997720479,0.43840346788705586
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fMuscle_leg-DS19158.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.4000728130340576,0.25028547047034955,0.4314592784024799,0.3734517831271404,0.4014090642551005,0.4024555307648101,0.4314592784024799
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fSkin_fibro_bicep_R-DS19745.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3011428117752075,0.15627068852625797,0.21160208505756312,0.3740693122320288,0.2813429338447047,0.29283569864479597,0.3740693122320288
fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,fStomach-DS17659.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3888484703121746,0.24910665098618084,0.3245030314581465,0.5174083236423507,0.4097567199249093,0.4209556775502486,0.5174083236423507
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fBrain-DS14718.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3746529817581177,0.2270426676374107,0.3173797736272323,0.443722838959393,0.3752714406695039,0.3805513062933127,0.443722838959393
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fBrain-DS16302.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3789668083190918,0.22583886347972204,0.349608000341805,0.3894703712740159,0.36900129768537276,0.36953918580791045,0.3894703712740159
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS15643.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.7024402618408203,0.6126064351116972,0.6832648880516717,0.8555723892013988,0.7645799975985476,0.7694186386265353,0.8555723892013988
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS15839.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.6188991069793701,0.5060983083360039,0.6355199071816794,0.7130705073746624,0.6731793985712415,0.6742952072781709,0.7130705073746624
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16559.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.41823387145996094,0.2705864877214365,0.40102476366839424,0.4541193154707349,0.42674710445872327,0.4275720395695646,0.4541193154707349
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16712.hg19.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3562633991241455,0.22683138306860878,0.2766167218578362,0.5575843555862433,0.3927303866541023,0.4171005387220398,0.5575843555862433
fHeart-DS16621.hotspot.twopass.fdr0.05.merge.bed,fIntestine_Sm-DS16822.hotspot.twopass.fdr0.05.merge.bed,hyperloglog,B,23,NA,8,40,0.3968644142150879,0.24918812112301722,0.35592492929030867,0.4538335224631365,0.4019087762070686,0.4048792258767226,0.4538335224631365
