file1,file2,sketch_type,mode,precision,num_hashes,kmer_size,window_size,reg_eq_similarity,jaccard_similarity_ie,containment_AB,containment_BA,cosketch_geom,cosketch_arith,cosketch_max,ref1,ref2
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fBrain-DS16302.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8650815152432708,0.8648778516307684,0.9313203638432416,0.923797543245202,0.9275513269316228,0.9275589535442218,0.9313203638432416,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fHeart-DS15643.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8478368061078416,0.8476159234222734,0.9144990761779132,0.9205688863941055,0.9175289620309213,0.9175339812860093,0.9205688863941055,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fHeart-DS15839.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8240236814110175,0.8237356874175557,0.9169905387033644,0.8901090531056662,0.9034498215795421,0.9035497959045153,0.9169905387033644,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fHeart-DS16621.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8480351334789372,0.8477721609343482,0.9259571795834436,0.909422717229014,0.917652708977906,0.9176899484062289,0.9259571795834436,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fIntestine_Sm-DS16559.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.84325343600587,0.8429468836341384,0.9167658933734459,0.9128057356189299,0.914783671526276,0.9147858144961879,0.9167658933734459,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fIntestine_Sm-DS16712.hg19.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8331436431969474,0.8328928158779865,0.8727124440958233,0.9480633113757504,0.9096079648003917,0.9103878777357868,0.9480633113757504,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fIntestine_Sm-DS16822.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8392117663858346,0.8388737612498626,0.9073358972985605,0.9174759680282374,0.9123918460293067,0.9124059326633989,0.9174759680282374,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fIntestine_Sm-DS17808.hg19.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8421455327966845,0.8418372305879696,0.9063066812706521,0.922084910390101,0.9141617553723187,0.9141957958303766,0.922084910390101,NA,NA
fBrain-DS14718.hotspot.twopass.fdr0.05.merge.fa,fIntestine_Sm-DS18495.hg19.hotspot.twopass.fdr0.05.merge.fa,minimizer,D,24,NA,10,30,0.8295223577235772,0.8292749642561826,0.8962251589319552,0.9173625049790455,0.9067322409747332,0.9067938319555003,0.9173625049790455,NA,NA
