Accession	File	Target_of_Assay	Biosample_term_name	Organism
ENCSR618QYE	ENCFF703CWY	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF894KER	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF862XUL	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF105SWG	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF092GNG	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF390ELR	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF667NSA	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF384ZDT	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF293VSF	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF882LTN	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF481CNC	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF119YXI	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF961LZI	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF533OIH	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF041WNW	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF651ZQK	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF063PEH	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF324HRF	CTCF	stomach	ENCAB830JLB
ENCSR618QYE	ENCFF875MYS	CTCF	stomach	ENCAB830JLB
